"","V1","保单号","V3","险种代码","V5","业务渠道","V7","机构代码","V9","分公司代码","V11","中心支公司代码","V13","支公司代码","V15","总保费","V17","总保额","V19","总折扣金额","V21","手续费比例","V23","代理人代码","V25","车损险保额","V27","三者险限额","V29","附加乘员险保额","V31","保单是否有免赔额","V33","车损险保费","V35","三者险保费","V37","附加乘员险保费","V39","被续保标志","V41","连续被续保年限","V43","续保标志","V45","续保年限","V47","本车是否投保不计免赔标识","V49","三者险是否投保不计免赔标识","V51","车损险附加险个数","V53","三者险附加险个数","V55","批改次数","V57","是否批改关系人","V59","是否批改驾驶人","V61","新车购置价","V63","实际价值","V65","行驶区域代码","V67","车辆已使用年限","V69","车辆生产国别","V71","机动车大类","V73","机动车细类","V75","车牌底色代码","V77","号牌种类代码","V79","标的车辆种类","V81","被保人与车辆关系","V83","是否约定驾驶员标志","V85","是否投保新增设备标志","V87","座位数","V89","排量","V91","使用性质","V93","交管车辆类型","V95","出险次数","V97","赔付金额","V99","案均赔款","V101","报案周期","V103","理赔周期","V105","支付周期","V107","投保人性别","V109","投保人年龄","V111","投保人是否有身份证号","V113","投保人是否有电话","V115","投保人电话是否来源于电销","V117","被保人性别","V119","被保人年龄","V121","被保人是否有身份证号","V123","被保人是否有电话","V125","被保人电话是否来源于电销","V127","上年出险次数","V129","上年赔款金额","V131","车损赔款","V133","客户忠诚度系数","V135","上年浮动原因码"
"19","车损险保额",-0.0728755288887248,"总保额",0.0703585530582263,"号牌种类代码",0.0500259790297891,"客户忠诚度系数",-0.0642354283600502,"三者险是否投保不计免赔标识",0.0826207658086612,"车辆已使用年限",0.0661019702210998,"续保标志",0.0502599177471579,"交管车辆类型",-0.190515350824631,"中心支公司代码",0.106461365287471,"被保人是否有身份证号",-0.124505165578237,"车辆已使用年限",-0.102893538753249,"连续被续保年限",0.118544027357193,"赔付金额",0.0968583916637979,"号牌种类代码",-0.100005938528148,"三者险限额",0.0303219414249739,"车损险附加险个数",-0.0680878868679931,"投保人是否有身份证号",-0.103390517477216,"投保人是否有电话",-0.125150074386038,"交管车辆类型",-0.0417052730856111,"分公司代码",-0.0554521469452173,"投保人是否有身份证号",-0.0519074470725518,"行驶区域代码",-0.0676129122936996,"使用性质",-0.0708920734841163,"车损险保额",0.074158222990555,"车损险保额",0.0741481778644447,"险种代码",-0.112292641767328,"行驶区域代码",0.0686276218740897,"被保人是否有电话",0.0550391315230421,"总保额",-0.0278204949166003,"代理人代码",-0.0157058504890892,"使用性质",-0.0958178163171686,"标的车辆种类",0.0940309565487763,"保单号",0.0562103056701014,"连续被续保年限",0.103144919494178,"车损险附加险个数",-0.0751600069290239,"新车购置价",0.0983459079933703,"手续费比例",-0.110203953939502,"投保人是否有电话",0.0758927517132711,"三者险限额",-0.100005938528148,"新车购置价",0.0976132800154392,"三者险是否投保不计免赔标识",0.0359442566989701,"险种代码",-0.0416609568394622,"投保人是否有电话",0.00846915768811794,"车损险保额",0.0651524022325311,"上年浮动原因码",-0.0125044221800932,"三者险限额",-0.130744153484303,"分公司代码",0.0899074314249583,"使用性质",-0.0602012980425459,"车损险附加险个数",0.0276982273963948,"车损险附加险个数",0.0217894768740417,"车损险保费",0.0107065963366395,"总保额",0.0384417199639324,"车损险附加险个数",0.0164544737137158,"号牌种类代码",-0.0233788152838793,"本车是否投保不计免赔标识",0.0632208545982179,"机构代码",0.121702454503056,"行驶区域代码",-0.0872390152010423,"三者险保费",0.0218521477508065,"车损险保费",-0.02343280580144,"本车是否投保不计免赔标识",0.063184141295029,"总折扣金额",-0.124505165578237,"行驶区域代码",-0.0863853483568498,"三者险保费",0.0218639365488782,"投保人是否有身份证号",0.0589006945606107,"案均赔款",0.0196214402424123,"上年浮动原因码",0.0334717100676528,"业务渠道",0.0975489690636362,"批改次数",0.112028803785628
"20","交管车辆类型",0.0711527734821732,"出险次数",-0.0653994716798862,"车牌底色代码",0.0479595380546138,"续保标志",0.0528345397584088,"本车是否投保不计免赔标识",0.0826055436925395,"续保年限",0.0606934889107848,"连续被续保年限",-0.0469737251534331,"代理人代码",-0.17097868434669,"投保人是否有电话",-0.104655970367053,"险种代码",-0.123798088625464,"车损险保费",0.0932642226225546,"车损险保费",-0.11490432506006,"案均赔款",0.0896464406073544,"三者险附加险个数",0.0987249885890569,"车牌底色代码",-0.0228953861493565,"代理人代码",0.0670919390057215,"案均赔款",0.100088848775351,"被保人是否有电话",-0.122361717663526,"车牌底色代码",-0.0411220924272148,"投保人是否有身份证号",0.0547325126581178,"分公司代码",0.0479122433700551,"三者险保费",0.0654843357677048,"投保人是否有身份证号",-0.0688774589417223,"交管车辆类型",-0.0737608448196135,"交管车辆类型",-0.0737662323126784,"代理人代码",-0.105422298723508,"出险次数",0.0649808559902904,"连续被续保年限",-0.0531704884472171,"机动车细类",0.0271963515565493,"续保年限",0.0150930728422388,"赔付金额",0.0942611448962411,"赔付金额",0.0938392496536658,"三者险是否投保不计免赔标识",-0.055770519391518,"手续费比例",-0.102893538753249,"投保人是否有身份证号",0.0746037905768952,"实际价值",0.0947618921213718,"新车购置价",0.104317712952222,"被保人是否有电话",0.0725047689775824,"总保额",-0.096544586349145,"实际价值",0.0940309565487763,"本车是否投保不计免赔标识",0.0359424436665009,"保单是否有免赔额",-0.0416432455496434,"被保人是否有电话",0.00824192783538669,"被保人是否有电话",-0.0575120762883344,"总保费",0.0122565370342955,"上年浮动原因码",0.119251147178305,"三者险限额",-0.0836138464061141,"批改次数",-0.059206742335368,"上年赔款金额",0.0241733153677689,"使用性质",-0.0207620532598658,"机动车细类",-0.010574312899218,"三者险是否投保不计免赔标识",0.0382996251520326,"业务渠道",0.0149769410184862,"车辆生产国别",-0.0222125918929405,"三者险是否投保不计免赔标识",0.0631799845231096,"手续费比例",-0.121388743678705,"车牌底色代码",0.0758927517132711,"机动车大类",-0.0217857629215826,"车辆生产国别",-0.0220859135474153,"三者险是否投保不计免赔标识",0.0631387192156425,"手续费比例",-0.12285641386401,"车牌底色代码",0.0725047689775824,"机动车大类",-0.0217998660125352,"车损险保费",0.0585644799887137,"理赔周期",0.0166937173067772,"机动车大类",0.031185860884694,"行驶区域代码",-0.0963684709953966,"被保人是否有身份证号",0.112003095740793
"21","出险次数",0.0637404446251722,"投保人年龄",0.0589552561286525,"标的车辆种类",-0.039119324944719,"被保人与车辆关系",0.0512783277798144,"代理人代码",0.077299775139645,"新车购置价",0.0603328158899144,"三者险附加险个数",-0.0455713170196948,"车损赔款",0.156066024562905,"车损赔款",0.104445076853651,"投保人是否有身份证号",-0.122495324933967,"机动车大类",-0.0931693649131573,"被续保标志",-0.112531618216923,"使用性质",-0.0835334122167233,"保单是否有免赔额",0.0985363852350398,"业务渠道",0.0219877626157694,"出险次数",-0.0638501620826654,"被保人是否有身份证号",-0.0977039031204468,"机构代码",-0.115084070479683,"三者险限额",0.0315477604547154,"支公司代码",0.0511662051555903,"支公司代码",-0.0469737251534331,"业务渠道",-0.0617029760787778,"总保费",-0.0645655758910762,"出险次数",-0.0634005428185532,"出险次数",-0.0634070094512464,"手续费比例",0.105111799237574,"总保费",0.0625567964595583,"是否约定驾驶员标志",-0.0524988114120677,"是否批改驾驶人",0.026916034288686,"三者险限额",0.0135037949675611,"座位数",0.0896156063299893,"座位数",0.0908368404759258,"本车是否投保不计免赔标识",-0.0557700094484535,"总保费",-0.0958111292704103,"被保人是否有身份证号",0.0729241857804462,"手续费比例",-0.0931693649131573,"被保人性别",-0.102892869875088,"客户忠诚度系数",0.0614436649151805,"手续费比例",-0.0916721388486544,"手续费比例",-0.0930495557942231,"车牌底色代码",0.0355472109982003,"三者险限额",0.0412344181945914,"批改次数",-0.00815787038097274,"投保人是否有电话",-0.0556236609151316,"车牌底色代码",-0.0121536662300341,"车辆已使用年限",-0.119167391651564,"被保人性别",-0.0776739532491933,"车损险保费",-0.0589238612048301,"上年出险次数",0.0237255221555258,"车牌底色代码",-0.0197276177212277,"客户忠诚度系数",-0.00942211764488856,"本车是否投保不计免赔标识",0.0382902959525313,"车损险保额",0.0145243762979908,"车损险附加险个数",-0.0198092102362089,"险种代码",0.0589552561286525,"车辆已使用年限",-0.120464535579044,"标的车辆种类",0.0734369123500743,"标的车辆种类",-0.0217826358810325,"车损险附加险个数",-0.0197718762368555,"险种代码",0.0588524877264793,"实际价值",-0.118759398271611,"机动车细类",0.0720410110523343,"标的车辆种类",-0.0217967369476843,"被保人是否有身份证号",0.0567592946983185,"号牌种类代码",-0.0166886730311979,"标的车辆种类",0.0309717781006119,"批改次数",0.0668007241295171,"投保人是否有身份证号",0.108489713870657
"22","投保人年龄",-0.0632314178694755,"行驶区域代码",-0.0589493856010903,"机动车大类",-0.0391022862252316,"总保费",-0.0459996239212209,"保单是否有免赔额",0.0730949636416602,"使用性质",0.0582984412399336,"总折扣金额",0.0453780860931103,"标的车辆种类",-0.147990780643993,"分公司代码",0.102627196415139,"车牌底色代码",-0.122435338869975,"标的车辆种类",-0.0930495557942231,"车损险附加险个数",-0.105422298723508,"保单是否有免赔额",0.0764044982922761,"本车是否投保不计免赔标识",0.0889094694424263,"交管车辆类型",-0.0215930197745749,"投保人年龄",0.0516682689708533,"座位数",0.0962081781571488,"实际价值",0.113764354544126,"业务渠道",0.0274490510171886,"是否批改关系人",-0.0383085052286265,"投保人是否有电话",0.0404497248087299,"使用性质",0.0576857633224943,"上年出险次数",0.0617020918466539,"投保人年龄",0.0632208545982179,"投保人年龄",0.0631799845231096,"交管车辆类型",0.101011880455666,"车牌底色代码",0.0596460447371711,"投保人是否有电话",0.0514111969531465,"总保费",-0.0269131344601393,"总保费",0.0133684500395448,"案均赔款",0.0873705215326493,"案均赔款",0.0869512440407153,"支公司代码",-0.0551395527490184,"车辆生产国别",0.0929618655228905,"号牌种类代码",0.0697655885586954,"投保人是否有电话",0.0731183542981585,"投保人性别",-0.101573804952667,"三者险附加险个数",0.0596460447371711,"分公司代码",0.0914122327198868,"投保人是否有电话",0.0734369123500743,"上年出险次数",-0.0313554675214921,"保单号",0.0392967556170246,"总保额",-0.00796612872530854,"车损险附加险个数",0.0555232555758918,"业务渠道",-0.0107431463825854,"车损险保费",-0.115053922238997,"投保人性别",-0.0772396936719086,"被保人是否有电话",-0.058028694981673,"上年浮动原因码",0.0234102173848339,"上年赔款金额",0.0196214402424123,"支公司代码",0.00836830630858902,"保单号",-0.0379805332777673,"客户忠诚度系数",0.0139875442589832,"中心支公司代码",-0.0177279374131478,"批改次数",-0.0586892441795514,"客户忠诚度系数",0.11658565108022,"机动车大类",0.0731183542981585,"上年出险次数",-0.021032248500022,"中心支公司代码",-0.0191249455717768,"批改次数",-0.0587561792452481,"客户忠诚度系数",0.115854372079298,"标的车辆种类",0.0713549214184349,"上年出险次数",-0.0210177578663871,"三者险限额",-0.0555974723994505,"使用性质",-0.0163537266384732,"批改次数",0.0293771564921122,"机构代码",-0.0642354283600502,"三者险附加险个数",-0.102582426379634
"23","被保人年龄",-0.0632096112654185,"被保人年龄",0.0588524877264793,"出险次数",-0.0360152315608332,"续保年限",-0.0450834908560869,"使用性质",0.0722066265751251,"行驶区域代码",0.0551322995406181,"投保人是否有身份证号",-0.0446009656933044,"机动车大类",-0.145297692302545,"保单是否有免赔额",0.102449223876658,"续保年限",0.116911888069543,"号牌种类代码",-0.0916721388486544,"机构代码",-0.103646630618008,"支公司代码",0.0745416970917696,"三者险是否投保不计免赔标识",0.0888580987254665,"被保人是否有电话",-0.0187063885915734,"被保人年龄",0.0515130034916854,"手续费比例",0.0932642226225546,"新车购置价",0.111634538384755,"标的车辆种类",-0.025360565383245,"车损险保额",-0.036658095570311,"被保人是否有电话",0.0393152309591665,"被保人是否有身份证号",0.0551955036315435,"车损险附加险个数",-0.0614686272749564,"被保人年龄",0.063184141295029,"被保人年龄",0.0631387192156425,"投保人年龄",-0.090734466571439,"被保人是否有电话",-0.0581029946235196,"三者险保费",0.0464129305902323,"本车是否投保不计免赔标识",-0.0254858246982245,"保单是否有免赔额",-0.0132797906729883,"号牌种类代码",-0.0713203612940519,"号牌种类代码",-0.0716815627540972,"中心支公司代码",0.0551322995406181,"三者险保费",-0.0792401608339659,"车牌底色代码",0.0577759096957311,"上年浮动原因码",0.0712197509432914,"实际价值",0.100263594218325,"三者险限额",-0.0594243305039734,"机构代码",0.0866368484934262,"被保人是否有电话",0.0713549214184349,"机动车细类",0.0293049808244315,"本车是否投保不计免赔标识",-0.0389737442669138,"三者险限额",-0.00794955676578589,"附加乘员险保额",0.0531221547922528,"续保标志",0.0104694806809638,"客户忠诚度系数",0.107552709937019,"座位数",-0.0765509551445449,"投保人是否有电话",-0.0569477776683252,"批改次数",0.0219716286374997,"上年浮动原因码",0.0177856494264369,"三者险附加险个数",-0.0083247923709427,"机动车细类",-0.034107415538727,"使用性质",-0.013342196849096,"车牌底色代码",-0.0171820085546106,"机动车细类",-0.0550549934258376,"新车购置价",-0.114574092519149,"机动车细类",0.0724817590803278,"上年浮动原因码",-0.0186350692278948,"车牌底色代码",-0.0189842416380576,"机动车细类",-0.0551303690867106,"上年浮动原因码",0.112003095740793,"机动车大类",0.0710488200527164,"上年浮动原因码",-0.0186499812011428,"号牌种类代码",0.0532282894211768,"续保年限",0.0161305354396289,"三者险限额",0.028094964121045,"车牌底色代码",0.0614436649151805,"支公司代码",-0.0994209947818549
"24","三者险保费",-0.0568152629368197,"代理人代码",0.054284437145514,"分公司代码",0.0347976833177746,"保单是否有免赔额",0.0449693455898892,"总保费",-0.0715263570860144,"被保人年龄",0.0463161876191054,"续保年限",-0.0429288768763794,"手续费比例",0.138675547038336,"被保人是否有电话",-0.0999847208038639,"保单号",0.11627633323722,"上年出险次数",-0.0856834491340283,"车辆生产国别",0.0936106561258248,"本车是否投保不计免赔标识",0.074158222990555,"保单号",-0.0887840150496424,"投保人是否有电话",-0.0182876998661124,"实际价值",0.0463988579226048,"支公司代码",0.0842506995413794,"车损险保额",0.0975185115565747,"机动车大类",-0.0246004678040579,"实际价值",-0.03558021797788,"车损险保额",0.0359803696793,"机构代码",0.0528345397584088,"中心支公司代码",0.0606934889107848,"三者险保费",0.0609631803746304,"三者险保费",0.0609556171292094,"被保人年龄",-0.0906856027784135,"投保人是否有电话",-0.0566360186650195,"代理人代码",-0.0381634028017512,"保单号",0.0254774003399291,"险种代码",-0.0131132692305394,"支公司代码",0.0706655089542732,"车辆已使用年限",0.0714462851797504,"使用性质",-0.051343211777301,"交管车辆类型",0.0723516565439123,"赔付金额",-0.0520100047844125,"被保人是否有电话",0.0710488200527164,"出险次数",-0.0833581569109927,"车辆生产国别",0.0577759096957311,"险种代码",0.081261550709341,"上年浮动原因码",0.0710804920930752,"交管车辆类型",0.029266963370051,"三者险是否投保不计免赔标识",-0.038964492882738,"案均赔款",-0.00750413990289354,"三者险限额",0.0503731910883141,"支公司代码",-0.0102949122969982,"实际价值",-0.104283903442148,"上年浮动原因码",0.0761371211584054,"车损险附加险个数",-0.0559778117023263,"使用性质",-0.0201870023062109,"批改次数",0.017108242289152,"分公司代码",-0.00799136166858012,"保单是否有免赔额",0.03262552406177,"实际价值",0.0132784113308072,"是否约定驾驶员标志",0.0169678782925428,"保单是否有免赔额",0.0516682689708533,"上年浮动原因码",0.108489713870657,"车损险附加险个数",0.0679953809708306,"客户忠诚度系数",-0.0174675360049686,"是否约定驾驶员标志",0.0173365806721998,"保单是否有免赔额",0.0515130034916854,"新车购置价",-0.11092327582867,"车损险附加险个数",0.0696810689712356,"客户忠诚度系数",-0.0175103898850164,"车牌底色代码",0.0489268454965469,"投保人是否有身份证号",-0.0156949081664887,"报案周期",0.0240063696952566,"机动车大类",0.0594975623158711,"业务渠道",0.0970479201495152
"25","行驶区域代码",0.0562103056701014,"标的车辆种类",0.0450808376006339,"批改次数",0.0290837236602692,"险种代码",0.0436907130667819,"手续费比例",-0.0674046934401707,"投保人年龄",0.0459641616623839,"被保人是否有身份证号",-0.0406261194051064,"座位数",0.134024875389925,"业务渠道",-0.09688037122571,"本车是否投保不计免赔标识",-0.115585005527406,"车辆生产国别",-0.0832849859144995,"上年出险次数",0.0913467289066464,"三者险是否投保不计免赔标识",0.0741481778644447,"交管车辆类型",-0.0836138464061141,"保单是否有免赔额",0.0173936309638732,"行驶区域代码",-0.0458747349666136,"上年浮动原因码",0.0749492784784818,"车辆生产国别",-0.095312055970951,"机构代码",-0.0189088822923207,"座位数",-0.0353296084245436,"是否批改关系人",0.0350356047836337,"车损险保费",0.0523378006481484,"业务渠道",0.0597329065626151,"投保人是否有身份证号",-0.0573179648176339,"投保人是否有身份证号",-0.0573168327086569,"中心支公司代码",-0.0792924133485297,"标的车辆种类",-0.0528078175646651,"行驶区域代码",-0.036260165200415,"三者险是否投保不计免赔标识",-0.0254745013443852,"手续费比例",0.0128989434838913,"投保人年龄",0.0692133303074583,"投保人年龄",0.0691690953039062,"手续费比例",-0.0511036138702674,"实际价值",0.0714462851797504,"上年赔款金额",-0.0512854411866747,"出险次数",-0.0691858740806202,"投保人是否有电话",0.0724817590803278,"总保额",-0.057504662760222,"中心支公司代码",0.0799198425664748,"出险次数",-0.0691540111888104,"三者险保费",-0.0284300078185592,"手续费比例",-0.0382059227389539,"客户忠诚度系数",0.00742160256356252,"续保年限",0.0469741653211896,"机构代码",-0.00986814467252098,"新车购置价",-0.0958178163171686,"三者险是否投保不计免赔标识",-0.0737662323126784,"交管车辆类型",-0.0524604988915945,"车牌底色代码",-0.0195531834437565,"标的车辆种类",-0.0162797333605885,"手续费比例",0.00769530939000821,"被保人是否有身份证号",-0.0310040060082283,"新车购置价",0.013013301191303,"出险次数",0.0160767820739398,"客户忠诚度系数",-0.0508697965272655,"车损险保额",-0.106562579400279,"总折扣金额",-0.0615892041005015,"连续被续保年限",-0.0167132810520074,"出险次数",0.0159958272861866,"客户忠诚度系数",-0.0507905948936851,"座位数",-0.105063311590957,"是否批改关系人",-0.0667873367574828,"连续被续保年限",-0.0166178765563802,"车损险保额",0.0465305244239417,"车损险附加险个数",0.0155752873600518,"三者险保费",0.0193073217443194,"代理人代码",0.0593645422100103,"投保人年龄",-0.0931270561041828
"26","投保人是否有身份证号",0.0543119400737916,"机动车大类",0.0449595405743534,"上年出险次数",0.0276659486424203,"车辆已使用年限",-0.0419552995671332,"支公司代码",-0.0665858320790571,"续保标志",-0.0397877700902887,"车辆生产国别",-0.0406011792203422,"上年赔款金额",0.123700837890563,"号牌种类代码",-0.096544586349145,"三者险是否投保不计免赔标识",-0.115549856931782,"总保额",0.0797327357249151,"分公司代码",0.077299775139645,"保单号",-0.0728755288887248,"险种代码",0.0750274729103037,"本车是否投保不计免赔标识",0.0133782542854549,"机构代码",0.0449693455898892,"批改次数",0.067684647239102,"附加乘员险保费",0.0834089603003745,"车辆生产国别",-0.0179471702017663,"新车购置价",-0.0338901501420925,"座位数",0.0350332339233982,"投保人是否有身份证号",0.0507333712073259,"三者险保费",-0.0527314008636257,"行驶区域代码",-0.0557700094484535,"行驶区域代码",-0.055770519391518,"车辆生产国别",-0.0751600069290239,"机动车大类",-0.0527332695603829,"总保额",0.0311933567792442,"保单是否有免赔额",-0.0252205483174968,"三者险附加险个数",0.0127541415837261,"被保人年龄",0.0686093905281704,"被保人年龄",0.0685321242337456,"机动车细类",-0.0501094283074136,"新车购置价",0.0669981318000164,"案均赔款",-0.048947038003143,"被保人性别",-0.0669282109119456,"被保人是否有电话",0.0720410110523343,"上年出险次数",0.0489268454965469,"实际价值",-0.0716815627540972,"被保人性别",-0.0669371087052468,"行驶区域代码",0.0277520598558755,"号牌种类代码",-0.0352674071103777,"附加乘员险保费",-0.00724542890784474,"附加乘员险保费",0.0420606157891339,"车辆生产国别",-0.00947728421623007,"车辆生产国别",0.0899292566170554,"本车是否投保不计免赔标识",-0.0737608448196135,"被保人是否有身份证号",-0.0507044787281888,"本车是否投保不计免赔标识",0.0180805356063713,"上年出险次数",0.0162201490360108,"业务渠道",-0.00704908227338298,"投保人是否有身份证号",-0.0305543403454561,"上年出险次数",0.0128565711784454,"被保人与车辆关系",-0.0153254298604832,"机动车大类",-0.0502127061427336,"车损险保费",-0.103390517477216,"是否批改关系人",-0.0578381393927015,"业务渠道",-0.015538734123664,"被保人与车辆关系",-0.0155212379391677,"机动车大类",-0.0501905839732652,"车损险保额",-0.102595789093135,"总折扣金额",-0.0596967892316535,"险种代码",-0.0155419881993897,"实际价值",0.0463960951918138,"被保人是否有身份证号",-0.0154922430455018,"保单是否有免赔额",0.0182969291020852,"标的车辆种类",0.0592891352399809,"被保人年龄",-0.0929701375694104
"27","总保费",-0.0517087596786042,"车损险保额",0.0441760299639401,"附加乘员险保费",0.0274490510171886,"车牌底色代码",0.0416758285890827,"批改次数",-0.0589796964921948,"被保人是否有电话",0.0395595642516235,"车损险附加险个数",0.040493690992956,"机动车细类",-0.12193114046792,"本车是否投保不计免赔标识",0.0919252905499634,"上年出险次数",-0.0940805030055834,"三者险限额",0.0708823046833467,"总保额",-0.0681804635650584,"投保人年龄",0.0686357483384183,"车损险附加险个数",-0.0728304347068307,"三者险是否投保不计免赔标识",0.0133758604398265,"交管车辆类型",-0.0435801783934904,"附加乘员险保费",0.0620694023384994,"车辆已使用年限",-0.0792401608339659,"保单是否有免赔额",0.0171527387207066,"车损险附加险个数",0.033439221216282,"实际价值",0.0345821100629527,"车损险附加险个数",0.0505161978051555,"三者险附加险个数",0.050945374601531,"被保人是否有身份证号",-0.054473040003065,"被保人是否有身份证号",-0.054472995870383,"三者险限额",-0.0728304347068307,"续保年限",0.050945374601531,"实际价值",0.0300463720555698,"使用性质",0.0235705896838407,"保单号",0.012493944910593,"车辆已使用年限",0.0669981318000164,"中心支公司代码",0.0681130624978993,"是否批改驾驶人",0.0495711984882692,"中心支公司代码",0.0661019702210998,"支公司代码",-0.0406011792203422,"投保人性别",-0.0658215434612456,"是否约定驾驶员标志",-0.0657504750757828,"业务渠道",0.0479595380546138,"上年浮动原因码",0.0715065812786418,"投保人性别",-0.0657769655928114,"投保人是否有电话",0.0274140193753417,"续保年限",0.0352422814865935,"赔付金额",-0.00699071824454361,"被续保标志",-0.0353296084245436,"续保年限",-0.00855851984338618,"被保人与车辆关系",0.0895772410998882,"车辆已使用年限",0.0723516565439123,"车辆已使用年限",0.050410358198877,"三者险是否投保不计免赔标识",0.018075310808414,"机动车大类",-0.0157819948595755,"续保标志",0.00698436866799321,"车牌底色代码",-0.0300737807185608,"报案周期",0.0127977398728465,"车辆已使用年限",0.0151004318388821,"标的车辆种类",-0.0501800749375047,"座位数",-0.100594049624596,"出险次数",-0.0569477776683252,"险种代码",-0.0155316859185593,"车辆已使用年限",0.0150225364301943,"标的车辆种类",-0.0501657229367283,"车损险保费",-0.0977039031204468,"三者险附加险个数",-0.0581029946235196,"保单是否有免赔额",-0.0155389377324505,"客户忠诚度系数",-0.0461409172130846,"机动车细类",0.0139474319418865,"交管车辆类型",0.0179359787260939,"投保人是否有电话",0.056599105965025,"是否约定驾驶员标志",-0.0862015653455499
"28","被保人是否有身份证号",0.0513947458379568,"被保人与车辆关系",0.0437562211839632,"新车购置价",-0.0242336293228778,"三者险限额",0.0372778623740325,"被续保标志",-0.0554521469452173,"投保人是否有电话",0.038992310115804,"被保人是否有电话",0.0349103540557104,"赔付金额",0.111491996130905,"三者险是否投保不计免赔标识",0.0918833604720321,"投保人年龄",0.0896551455679349,"分公司代码",-0.0674046934401707,"保单是否有免赔额",0.0670919390057215,"被保人年龄",0.067970166483709,"手续费比例",0.0708823046833467,"保单号",-0.0133332799381962,"新车购置价",0.0423222895481726,"理赔周期",0.0597031369328904,"理赔周期",0.0692571922805726,"被保人是否有电话",-0.0149446178856156,"机构代码",0.0319332490810462,"上年出险次数",0.0340606473105555,"支公司代码",0.0502599177471579,"座位数",0.0469741653211896,"总保费",0.0539571511399183,"总保费",0.0539441460221322,"被保人是否有电话",0.0696810689712356,"是否约定驾驶员标志",0.0478278481473247,"新车购置价",0.0294715119848983,"投保人是否有身份证号",0.0235174711334153,"本车是否投保不计免赔标识",-0.0124031106300001,"中心支公司代码",0.0603328158899144,"支公司代码",0.0669201964815059,"投保人是否有身份证号",-0.0467494505795923,"行驶区域代码",0.0633755080962786,"续保年限",0.0361813485095557,"是否约定驾驶员标志",-0.0626874512260362,"被保人年龄",-0.0551303690867106,"新车购置价",-0.0433303373256291,"新车购置价",-0.0713203612940519,"是否约定驾驶员标志",-0.0626816036937296,"被保人是否有电话",0.0243508617094167,"车牌底色代码",-0.0345735637581509,"车辆已使用年限",0.00680846496059334,"连续被续保年限",0.0350332339233982,"上年出险次数",-0.00826916827902485,"座位数",-0.0876588270281852,"保单号",0.0711527734821732,"投保人是否有身份证号",-0.0481919121905884,"保单号",-0.0178077198924789,"本车是否投保不计免赔标识",0.0152671272210424,"车损险保额",0.00698414245467315,"车辆生产国别",-0.0298533176685233,"总保额",0.0126572278313604,"支公司代码",-0.0133326865613325,"出险次数",0.0475681595949301,"车辆生产国别",0.0746037905768952,"三者险附加险个数",-0.0566360186650195,"保单是否有免赔额",-0.0155276858805684,"支公司代码",-0.0145989115880326,"出险次数",0.0472732466034047,"车辆生产国别",0.0729241857804462,"出险次数",-0.058028694981673,"业务渠道",-0.015485423231664,"新车购置价",0.0444371571639494,"投保人年龄",0.0135119185309352,"续保年限",-0.0168459387423497,"被保人是否有电话",0.0510334349424716,"机构代码",-0.0860953389684244
"29","使用性质",0.0505025039564578,"机构代码",0.0436907130667819,"车损险保额",-0.0235936816939443,"连续被续保年限",-0.032950871428926,"车损险保费",-0.0534697087666459,"投保人电话是否来源于电销",0.0384511192423757,"是否批改关系人",-0.0335661203186983,"案均赔款",0.10206700157472,"保单号",-0.091326011754715,"被保人年龄",0.0891864523577358,"总折扣金额",0.0669458694128252,"被保人年龄",0.0657364549510191,"中心支公司代码",0.0678248997935114,"上年浮动原因码",-0.0621169629320271,"车辆生产国别",-0.0114261883516404,"是否约定驾驶员标志",-0.0416432455496434,"出险次数",-0.0589238612048301,"续保标志",0.0654843357677048,"本车是否投保不计免赔标识",0.0148600145754812,"上年出险次数",-0.0315565347278566,"新车购置价",0.0332537388613696,"出险次数",-0.0463928549816518,"出险次数",0.0467222316033867,"使用性质",-0.0539136736738093,"使用性质",-0.0539142580653916,"保单是否有免赔额",-0.0680878868679931,"实际价值",0.0473771724607664,"车损赔款",0.0293771564921122,"险种代码",-0.0229989349858042,"三者险是否投保不计免赔标识",-0.0124007427687099,"附加乘员险保费",0.0485216498150569,"代理人代码",-0.0539992733810956,"号牌种类代码",-0.0459158367929152,"支公司代码",-0.0582848164169701,"上年出险次数",0.0342021138332977,"客户忠诚度系数",0.0594975623158711,"投保人年龄",-0.0550549934258376,"实际价值",-0.0426551052191107,"车辆生产国别",0.0697655885586954,"客户忠诚度系数",0.0592891352399809,"支公司代码",0.0227109868091225,"续保标志",-0.0344236020302502,"代理人代码",0.00666134878219521,"续保标志",-0.0349023977451214,"座位数",-0.0082128211413655,"车损险保额",-0.0835334122167233,"机构代码",0.0667163180448439,"投保人年龄",0.0475681595949301,"保单是否有免赔额",0.0174263914214,"三者险是否投保不计免赔标识",0.0152624666466148,"新车购置价",0.00681894649306098,"险种代码",0.0294909593841426,"续保标志",0.0117672552602412,"座位数",0.0129375371992854,"被保人是否有电话",0.0465302762499673,"续保年限",-0.0688774589417223,"客户忠诚度系数",0.056599105965025,"保单号",0.0147788916383469,"座位数",0.0121597493991241,"分公司代码",0.0466415819755353,"续保年限",-0.0723677195680949,"座位数",-0.0575120762883344,"保单号",0.0147887188648934,"车损赔款",0.040645326665194,"三者险附加险个数",0.0133242557090552,"本车是否投保不计免赔标识",0.0167862316268666,"投保人年龄",-0.0508697965272655,"总保费",0.0859802971820368
